title,img,英文名称,批准文号,主要规格,用途,产品说明
止喘灵口服液,http://img1.pharmnet.com.cn/suppliers/product_cn/199431_1.gif,,国药准字Z20000058,每支10ml,平喘、止喘、祛痰。用于哮喘，咳嗽，胸闷痰多；支气管哮喘、喘息性支气管炎,【成分】麻黄、洋金花、苦杏仁、连翘【不良反应】少数患者用药后口干，皮肤潮红，心率增快。【禁忌】青光眼禁用，孕妇慎用【注意事项】严重高血压、冠心病、前列腺肥大、尿潴留患者在医生指导下使用【贮藏】密封，避光，置阴凉处【有效期】暂定一年半
颐和春口服液,http://img1.pharmnet.com.cn/suppliers/product_cn/199432_1.gif,,国药准字Z20030070,每支装10ml,补肾壮肾。用于肾阳虚引起的阳痿、遗精、腰膝酸软。,【成分】人参、鹿茸(去毛)、淫羊藿、韭菜子、蛇床子、熟地黄、狗肾(制)、川牛膝、锁阳等15味。【不良反应】阴虚发热型，湿热型患者忌服。【贮藏】密封，置阴凉处。【有效期】一年半
胃药胶囊,http://img1.pharmnet.com.cn/suppliers/product_cn/199433_1.jpg,,国药准字Z32020554,每料装0.5克,制酸止痛。用于胃酸过多，胃痛,【成分】延胡索(醋制)、柘矾、海螵蛸(漂)、鸡蛋壳(炒)、青木香、珍珠母(煅)。辅料为羧甲基淀粉钠、滑石粉【不良反应】尚不明确【禁忌】尚不明确【注意事项】1、忌食辛辣刺激食物。2、不适用于脾胃阴虚，主要表现为口干，舌红少津，大便干。3、本品不宜久服，服药三天后症状无减轻者或有加重者，应立即停药并到医院就诊。4、孕服慎用。5、按照用法用量服用，小儿、年老体弱者应在医师指导下服用。6、药品性状发生改变时禁止服用。7、儿童必须在成人监护下使用。8、请将此药品放在儿童不能接触的地方。9、如正在服用其他药品，使用本品前请咨询医师或药师。【贮藏】密封，防潮【有效期】两年
人参健脾丸,http://img1.pharmnet.com.cn/suppliers/product_cn/199849_1.jpg,,国药准字Z21021757,,健脾益气。用于体倦乏力，胃脘不适，不思饮食。,注意事项：1、有心、肾功能不全的病人，应在医师指导下服用。2、本品宜饭前服用或进食同时服。3、服本药时不宜同时服用藜芦、五灵脂、皂荚或其制剂。4、不宜喝茶和吃萝卜以免影响药效。5、不宜和感冒类药同时服用。6、服药二周后症状未改善，应去医院就诊。7、按照用法用量服用，小儿应在医师指导下服用。8、药品性状发生改变时禁止服用。9、儿童必须在成人的监护下使用。10、请将此药品放在儿童不能接触的地方11、如正在服用其他药品，使用本品前请咨询医师或药师。储藏：密封。
小活络丸,http://img1.pharmnet.com.cn/suppliers/product_cn/199851_1.jpg,,国药准字Z21020652,,祛风除湿，活络通痹。用于风寒湿痹，肢体疼痛，麻木拘挛。,注意事项：孕妇禁用。储藏：密封。
健脾丸,http://img1.pharmnet.com.cn/suppliers/product_cn/199844_1.jpg,,国药准字Z21020743,,健脾开胃。用于脾胃虚弱，脘腹胀满，食少便溏。,注意事项：1、忌油腻食物。2、感冒病人不宜服用。3、哺乳期妇女慎用。4、按照用法用量服用，小儿、孕妇应在医师指导下服用。5、服药二周或服药期间症状无改善，或症状加重，或出现新的严重症状，应立即停药并去医院就诊。6、药品性状发生改变时禁止服用。7、儿童必须在成年人监护下使用。8、请将此药品放在儿童不能接触的地方。9、如正在服用其他药品，使用本品前请咨询医师或药师。储藏：密封。
艾兰朵TM（复方莪术油栓）,http://img1.pharmnet.com.cn/suppliers/product_cn/199823_1.jpg,,国药准字H20054798,50mg*6粒,本品用于治疗白色念球菌阴道炎，霉菌性阴道炎、滴虫性阴道炎、宫颈糜烂,
牛黄清胃丸,http://img1.pharmnet.com.cn/suppliers/product_cn/199847_1.jpg,,国药准字Z21021369,,清胃泻火，润燥通便。用于心胃火盛，头晕目眩，口舌生疮，牙龈肿痛，乳蛾咽痛，便秘尿赤。,注意事项：孕妇忌服。储藏：密封。
木瓜丸,http://img1.pharmnet.com.cn/suppliers/product_cn/199846_1.jpg,,国药准字Z21021368,,祛风散寒，活络止痛。用于风寒湿痹，四肢麻木，周身疼痛，腰膝无力，步履艰难。,储藏：密封，置阴凉干燥处。
乳癖消片(54片),http://img1.pharmnet.com.cn/suppliers/product_cn/199843_1.gif,,国药准字Z20003258,,软坚散结，活血消痈，清热解毒。用于乳癖结块，乳痈初起；乳腺囊性增生病及乳腺炎前期。,注意事项：孕妇慎服。储藏：密封。
补肾强身片,http://img1.pharmnet.com.cn/suppliers/product_cn/199787_1.jpg,,国药准字Z32020722,,补肾强身。用于腰酸足软、头晕耳鸣、眼花心悸、阳痿遗精。,在性功能障碍患者中，有虚症表现者达85%，因此应用补肾法能有效地延缓衰老，提高肌体代谢功能，并能治疗中、老年人常见的脑、心、肾及内分泌方面的某些疾病。对于肾虚引起的头晕、眼花、耳鸣、心悸、腰膝酸痛软乏、阳痿早泄、滑精梦移，以及中老年人肢体畏寒、夜尿频多、气虚体弱、肾阳虚哀等症有较好的疗效。对女性肾虚月经量少、色质紫暗、下腹冷痛、白带量多质清稀、性冷淡有疗效。
力拉（依普黄酮片）,http://img1.pharmnet.com.cn/suppliers/product_cn/199820_1.jpg,,国药准字H20010477,0.2g*30片,抑制骨吸收，促进骨形成；用于改善原发性骨质疏松的症状，提高骨量减少者的骨密度,
镇江膏药,http://img1.pharmnet.com.cn/suppliers/product_cn/199784_1.jpg,,国药准字Z32020337,12g×2贴/盒,祛风止痛，舒筋活血，化痞去瘀，消散顺气。用于筋骨疼痛，跌打损伤，半身不遂，四肢麻木，关节疼痛。,
利肝片,http://img1.pharmnet.com.cn/suppliers/product_cn/199785_1.jpg,,国药准字Z32020301,每粒装0.5克,清肝、利胆。用于急慢性传染性肝炎、胆囊炎以及肝脏分泌机能障碍等,1、具有免疫抑制和增强免疫细胞吞噬功能作用。2、抗病毒作用抑制乙肝表面抗原，杀灭病毒。3、抗炎症4、促进红细胞新生，抗氧化，促进肝细胞再生。5、促进胆汁分泌，促进脂类物质消化吸收。
金胆片,http://img1.pharmnet.com.cn/suppliers/product_cn/199783_1.jpg,,国药准字Z32020723,每粒0.32g,利胆消炎。用于急、慢性胆囊炎，胆石症以及胆道感染。,
肺气肿片（金扉康）,http://img1.pharmnet.com.cn/suppliers/product_cn/199789_1.jpg,,国药准字Z32020724,,补肾益气，活血化瘀。止咳祛痰。用于肺肾不足，痰浊阻肺，胸闷憋气，咳嗽痰多，腰膝酸痛，慢性气管炎阻塞性肺气肿属上述证侯者。,金扉康是防治慢性气管炎中西医结合诊断分型研究工作中，积极筛选有效方药，以中医辨证为基础，结合现代医学的认识，采用相应的有效药物组成。通过六年的反复筛选验证，方药组成及疗效基本稳定且服用简便，深受患者欢迎。如坚持间断反复治疗，再配合扶正固本。冬病夏防，远期疗效也较为满意。金扉康以虚喘型治疗为主，野马追等为主药，功能为祛痰、止咳。并有一定的消炎、平喘作用，并重以黄芪补肺气，补骨脂等补肾阳以固其本，配伍丹参等养血活血化瘀，以冀改善肺微循环，从而达到改善肺通气功能的作用。金扉康对凡咳嗽引起的呼吸道感染、急慢性支气管炎、支气管哮喘均有疗效。对活动后气短、肺气肿证象治疗效果最佳，是肺气肿病人的首选良药。
姜枣祛寒冲剂,http://img1.pharmnet.com.cn/suppliers/product_cn/199781_1.gif,,国药准字Z32020329,每粒装0.3克,发散祛寒，和胃温中。用于风寒感冒、胃寒疼痛。,
顺－4(四氢吡喃－2－氧)-2-丁烯-1-醇 (制备拉呋替丁),http://img1.pharmnet.com.cn/suppliers/product_cn/199754_1.jpg,,,,,
N-[顺-4-[4-（N-哌啶甲基）吡啶-2-氧],http://img1.pharmnet.com.cn/suppliers/product_cn/199753_1.jpg,,,,,
顺-4-[4-（N-哌啶甲基）吡啶-2-氧],http://img1.pharmnet.com.cn/suppliers/product_cn/199751_1.jpg,,,,,
安康欣胶囊,http://img1.pharmnet.com.cn/suppliers/product_cn/199719_1.jpg,,国药准字Z20023377,0.5g/粒,活血化瘀、软坚散结、清热解毒、扶正固本。用于肺癌、胃癌、肝癌等肿瘤的辅助治疗。,安康欣胶囊(原进口产品名：安康胶囊)是安徽高山药业有限公司最新推出的高效、广谱复方抗癌新药，该药由香港毕盛医药国际有限公司研制开发，并经过多年的临床验证，深得癌症病患者的信赖。安康欣胶囊的主要抗癌作用可概括为：1.扶正(增强机体的免疫功能)2.祛邪(广谱抗肿瘤，对多种癌症均有效)3.增效(与化疗药伍用，可使化疗作用显著增效(P〈0.01)，故使用时能相应减少化疗的用量)4.升白(抗辐射，有助于放/化疗的顺利进行)
曲安奈德新霉素贴膏,http://img1.pharmnet.com.cn/suppliers/product_cn/199655_1.gif,,国药准字H15021086,1.6.5cm*4cm 2.6.5cm*10cm,用于局限性神经性皮炎，慢性湿疹。也可用于小面积的银屑病。,性状：本品为类白色片状橡胶膏。不良反应：长期使用可出现类似肾上腺皮质功能亢进症，表现为多毛、痤疮、满月脸、高血压、骨质疏松、精神抑郁、伤口愈合不良。皮肤局部可发生萎缩、毛细血管扩张、色素沉着以及继发感染。禁忌：1、对本品过敏者禁用2、皮肤破溃处禁用3、置于小儿不能接触到的地方。孕妇及哺乳期妇女用药：慎用。儿童用药：儿童慎用。药物相互作用：尚不明确。贮藏：密闭。在干燥处保存。有效期：二年。
溃疡灵胶囊（欣渭）,http://img1.pharmnet.com.cn/suppliers/product_cn/199950_1.jpg,,国药准字z22020361,每粒0.25g。,益气，化淤、止痛、用于胃及十二指肠溃疡。,[贮藏]密闭，防潮。[有效期]三年
男宝胶囊,http://img1.pharmnet.com.cn/suppliers/product_cn/199955_1.jpg,,国药准字Z22020353,每粒装0.3g,"壮阳补肾。用于肾阳不足引起的性欲淡漠，阳痿滑泄，腰腿酸痛，肾囊湿冷,精神萎靡,食欲不振等症。",[性状]本品为胶囊剂，内容物为暗褐色粉末；味微咸，气微弱。[贮藏]密封。[有效期]三年
甘氨酸碳酸钙胶囊,http://img1.pharmnet.com.cn/suppliers/product_cn/199949_1.jpg,,国药准字H22026644,每粒含甘氨酸60mg，碳酸钙140mg。,抗酸药。用于治疗胃酸、胃痛、胃胀、急慢性胃炎、胃及十二指肠溃疡。,【性状】本品为胶囊剂，内容物为白色颗粒或粉末，味微甜。【不良反应】偶见嗳气、便秘、口干、荨麻疹。【注意事项】1、心肾功能不全患者慎用；2、与噻嗪类利尿药合用，可增加肾小管对钙的重吸收；3、长期大量用药定期测血钙浓度。【孕妇及哺乳期妇女用药】尚不明确。【药物相互作用】尚不明确。【贮藏】密封，阴凉干燥处保存。【有效期】暂定2年
山药丸,http://img1.pharmnet.com.cn/suppliers/product_cn/199956_1.jpg,,国药准字Z22020358,每丸重3g,祛风通络，强筋壮骨。用于痹症，筋骨痿软，关节不利，跌打损伤，瘀血作痛。,"【性状】本品为棕黑色的大蜜丸；味苦。【注意】本品含剧毒药，应按量服用。不能多服。孕妇忌服。久病体虚者勿服。【贮藏】密闭,防潮。【有效期】三年"
女宝胶囊,http://img1.pharmnet.com.cn/suppliers/product_cn/199937_1.jpg,,国药准字Z22020380,每粒装0.3g,调经止血，温宫止带，逐瘀生新。用于月经不调，行经腰腹疼痛，四肢无力，带下，产后腹痛。,"[性状]本品为胶囊剂,内容物为褐色的粉末；气微，味微苦、甘。[注意]孕妇忌服。[贮藏]密闭，防潮。[有效期]三年"
蛤蚧定喘丸,http://img1.pharmnet.com.cn/suppliers/product_cn/199941_1.jpg,,国药准字Z22020263,,滋阴清肺，止咳定喘。用于虚劳久咳，年老哮喘，气短发热，胸满郁闷，自汗盗汗，不思饮食。,【性状】本品为棕色至棕黑色的水蜜丸；气微，味苦、甜。【贮藏】密封。【有效期】三年
三肾丸（岢岚方）,http://img1.pharmnet.com.cn/suppliers/product_cn/199939_1.jpg,,国药准字Z22020359,每丸重6g,补肾益精，温壮元阳。用于肾精亏损，元阳不足所致的阳萎滑精，腰膝酸冷，气短神疲。,【性状】本品为黑色的大蜜丸；气腥，味微苦。【注意】服药期间，忌生冷食物，应节制房事。【贮藏】密封。【有效期】三年
熊胆胶囊,http://img1.pharmnet.com.cn/suppliers/product_cn/199934_1.jpg,,国药准字Z22020363,每粒装0.25g （含熊胆粉0.05g）,清热，平肝，明目。用于惊风抽搐，咽喉肿痛。,[性状]本品为胶囊剂，内容物为淡黄棕色粉末；味苦、微腥。[贮藏]密封，避光，置阴凉干燥处。[有效期]三年
利心丸,http://img1.pharmnet.com.cn/suppliers/product_cn/199931_1.jpg,,国药准字Z22020264,每瓶装3g,养心安神。用于风湿性心脏病，心动过速，心律不齐，心力衰竭等而见心血不足之症者。,【性状】本品为包衣浓缩水丸，除去包衣后，显棕黑色；气微，味微甜、微苦。【贮藏】密封。
牛黄安心丸,http://img1.pharmnet.com.cn/suppliers/product_cn/199933_1.jpg,,国药准字Z22020276,每丸重3.5g,清热解毒，镇静安神。用于神昏谵语，惊厥抽搐，心悸失眠。,【性状】本品为黄褐色的大蜜丸；味苦。【注意】孕妇忌服。忌食辛辣物。【贮藏】密封。【有效期】三年
麝香抗栓丸（血脉清）,http://img1.pharmnet.com.cn/suppliers/product_cn/199928_1.jpg,,国药准字Z20023082,每丸重0.2g,通络活血，醒脑散瘀，用于中风，半身不遂，言语不清，头昏目眩等．,【性状】本品为黑褐色的水丸；气辛，味甘。【禁忌症】脑出血患者禁用。【注意】孕妇慎用【贮藏】密封。【有效期】三年
加味西黄丸（抑转素）,http://img1.pharmnet.com.cn/suppliers/product_cn/199929_1.jpg,,国药准字Z22020368,,"解毒散结,消肿止痛，用于痈疽疮疡,多发性脓肿,淋巴结炎,寒性脓疡。",
氢溴酸右美沙芬滴鼻剂（德可思）,http://img1.pharmnet.com.cn/suppliers/product_cn/199924_1.jpg,,国药准字H19990193,5ml：75mg/支,中枢性镇咳药。用于干咳，适用于因感冒、上呼吸道感染、急性或慢性支气管炎、哮喘和肺结核引起的咳嗽，也可用于因吸入刺激性物质引起的干咳。,
虫草头孢胶囊,http://img1.pharmnet.com.cn/suppliers/product_cn/199908_1.jpg,,国药准字H37023596,0.2g/粒/24粒/盒,,
消炎退热冲剂,http://img1.pharmnet.com.cn/suppliers/product_cn/199915_1.jpg,,国药准字Z45021478,10g×10袋/盒,解热解毒、凉血消肿。用于发热、上呼吸道感染、咽喉肿痛及各种疮疖肿痛。,中药消炎，吸收利用度高，呼吸系统感染、炎症、退烧，适用人群广。
